score_phrase,title,score,genre,editors_choice,release_year,release_month,release_day
Good,Hot Shots Tennis,7.6,Sports,N,2007,7,19
Great,Bomberman Live,8.4,Action,Y,2007,7,19
Okay,PaRappa the Rapper,6.8,"Music, Action",N,2007,7,19
Great,TrackMania United,8.0,Racing,N,2007,7,18
Good,Mega Man 2,7.8,Action,N,2007,6,26
Good,The Darkness,7.7,Action,N,2007,6,26
Okay,L.A. Street Racing,6.5,Racing,N,2007,6,25
Great,The Fast and the Furious: Fugitive 3D,8.8,Racing,Y,2007,6,22
Okay,Smash It!,6.5,Puzzle,N,2007,6,22
Great,Brothers in Arms DS,8.0,Shooter,N,2007,6,21
Bad,Death Jr. and the Science Fair of Doom,4.0,Action,N,2007,6,21
Mediocre,SpaceForce: Rogue Universe,5.1,Action,N,2007,7,18
Great,World Poker Tour: Texas Hold 'Em 2,8.8,Card,Y,2007,7,18
Mediocre,Hot Wheels Ultimate Racing,5.9,Racing,N,2007,7,18
Painful,Chicken Shoot,2.0,"Hunting, Action",N,2007,7,17
Good,Sonic The Hedgehog Arcade,7.4,Platformer,N,2007,7,17
Good,Tales of the World: Radiant Mythology,7.5,RPG,N,2007,7,17
Good,SimCity DS,7.0,Simulation,N,2007,6,25
Mediocre,Ocean's Thirteen,5.5,Casino,N,2007,6,25
Good,Bust-A-Move Deluxe,7.8,Puzzle,N,2007,6,25
Okay,Kid Chameleon,6.5,Platformer,N,2007,6,20
Mediocre,Time Ace,5.9,"Flight, Action",N,2007,6,20
Bad,Monster Madness: Battle for Suburbia,4.8,Action,N,2007,6,19
Okay,World Sports Competition,6.5,Sports,N,2007,6,19
Mediocre,Tenchu Z,5.2,"Action, Adventure",N,2007,6,19
Okay,Mach Rider,6.0,"Racing, Editor",N,2007,7,17
Mediocre,Yoshi,5.0,Puzzle,N,2007,7,17
Okay,Band of Bugs,6.2,Strategy,N,2007,6,22
Okay,Bloody Wolf,6.0,Action,N,2007,6,19
Okay,Dungeon Maker: Hunting Ground,6.4,"RPG, Simulation",N,2007,6,19
Amazing,Resident Evil 4: Wii Edition,9.0,Action,Y,2007,6,19
Good,Dragon Ball Z: Harukanaru Densetsu,7.5,"Card, RPG",N,2007,6,18
Unbearable,Wiffle Ball,1.5,Sports,N,2007,6,18
Good,Devil's Crush,7.5,Action,N,2007,7,31
Great,Shining Force,8.5,"Strategy, RPG",Y,2007,7,31
Great,Mario Strikers Charged,8.3,Sports,Y,2007,7,27
Bad,Wing Commander Arena,4.9,"Flight, Action",N,2007,7,27
Okay,Alien Syndrome,6.0,"Action, RPG",N,2007,7,27
Mediocre,NASCAR 08,5.0,Racing,N,2007,7,26
Great,Sid Meier's Civilization IV: Beyond the Sword,8.9,Strategy,Y,2007,7,26
Okay,Final Fantasy II,6.1,RPG,N,2007,7,26
Mediocre,Super Contra,5.7,Action,N,2007,7,26
Good,Brave Story: New Traveler,7.3,RPG,N,2007,7,25
Okay,The Simpsons: Minutes to Meltdown,6.0,Action,N,2007,7,24
Great,Shin Megami Tensei: Persona 3,8.3,RPG,N,2007,7,24
Bad,Yie Ar Kung Fu,4.0,Fighting,N,2007,7,23
Good,Guitar Hero Encore: Rocks the 80s,7.2,Music,N,2007,7,23
Good,All-Pro Football 2K8,7.6,Sports,N,2007,7,20
Painful,Vampire Rain,2.9,Action,N,2007,7,20
Bad,Silent Debuggers,4.5,Shooter,N,2007,7,20
Good,Geometry Wars: Retro Evolved Mobile,7.5,Shooter,N,2007,7,20
Unbearable,Call for Heroes: Pompolic Wars,1.2,"Action, RPG",N,2007,7,20
Good,Blast Factor: Advanced Research,7.3,Shooter,N,2007,8,13
Amazing,Jeanne d'Arc,9.0,"Strategy, RPG",Y,2007,8,13
Great,Metroid,8.0,Action,N,2007,8,13
Bad,Escape from Bug Island,4.0,Action,N,2007,8,13
Good,Ultimate Puzzle Games: Sudoku Edition,7.0,Puzzle,N,2007,8,13
Good,Madden NFL 08,7.7,Sports,N,2007,8,13
Good,Professor Fizzwizzle,7.8,"Puzzle, Adventure",N,2007,8,13
Bad,Attack on Pearl Harbor,4.6,Flight,N,2007,8,13
Good,Platinum Sudoku,7.5,Puzzle,N,2007,8,13
Amazing,Digital Chocolate Cafe,9.5,Party,Y,2007,8,10
Great,Adventures of Lolo,8.0,"Puzzle, Adventure",Y,2007,8,10
Good,Tomb Raider: Legend (3D Edition),7.0,Adventure,N,2007,8,6
Good,Street Fighter II: The World Warrior [2007],7.5,Fighting,N,2007,8,3
Okay,Sword of the New World: Granado Espada,6.5,RPG,N,2007,8,9
Great,World Series of Poker: Pro Challenge,8.0,Card,Y,2007,8,9
Good,Crazy Taxi: Fare Wars,7.5,"Racing, Action",N,2007,8,9
Great,Heroes of Mana,8.0,RPG,N,2007,8,9
Good,Piyotama,7.5,Puzzle,N,2007,8,9
Good,NHRA: Countdown to the Championship,7.4,Racing,N,2007,8,7
Okay,Blast Factor Multiplayer Pack,6.5,Shooter,N,2007,8,7
Great,Galaga '90,8.0,Shooter,N,2007,8,7
Great,Surviving Hollywood,8.0,Adventure,Y,2007,8,3
Mediocre,Star Soldier,5.0,Shooter,N,2007,8,3
Awful,Drop Off,3.5,"Puzzle, Action",N,2007,8,2
Good,Harvest Moon Boy & Girl,7.1,RPG,N,2007,8,2
Mediocre,Spider-Man 3 Puzzle,5.5,Puzzle,N,2007,8,2
Bad,Carnival Games [Digital Chocolate],4.0,Party,N,2007,8,1
Bad,Spyglass Board Games,4.5,Board,N,2007,8,1
Mediocre,Dynasty Warriors DS: Fighter's Battle,5.9,Action,N,2007,8,1
Bad,B-17:  Fortress in the Sky,4.0,"Flight, Action",N,2007,8,6
Good,Dynamite Headdy,7.5,Platformer,N,2007,8,1
Great,Glory Days 2,8.0,Action,N,2007,8,1
Great,Rugby 08,8.2,Sports,N,2007,8,1
Good,Kirby's Dream Course,7.5,"Sports, Action",N,2007,7,31
Good,Marathon: Durandal,7.4,Shooter,N,2007,7,31
Mediocre,The Bourne Ultimatum,5.2,Action,N,2007,7,31
Mediocre,UFO: Extraterrestrials,5.9,Strategy,N,2007,7,31
Amazing,Picross DS,9.0,Puzzle,Y,2007,7,31
Amazing,BioShock,9.7,Shooter,Y,2007,8,16
Amazing,BioShock (Limited Edition),9.7,Shooter,Y,2007,8,16
Okay,Fatal Fury: Battle Archives Volume 1,6.8,"Fighting, Compilation",N,2007,8,16
Okay,Cratermaze,6.5,Action,N,2007,8,15
Awful,Drake & Josh: Talent Showdown,3.5,Action,N,2007,8,15
Great,Triple Scoop Twist,8.5,Simulation,Y,2007,8,15
Good,Blue Dragon,7.9,RPG,N,2007,8,15
Okay,Hexic 2,6.5,Puzzle,N,2007,8,15
Good,Luminous Arc,7.5,Strategy,N,2007,8,15
Mediocre,Mega Man Star Force: Leo,5.2,RPG,N,2007,8,14
Good,High School Musical: Makin' the Cut!,7.5,Music,N,2007,8,14
Mediocre,Mega Man Star Force: Pegasus,5.2,RPG,N,2007,8,14
Bad,Boogie (Game & Microphone),4.5,Music,N,2007,8,14
Bad,Labyrinth,4.0,"Puzzle, Action",N,2007,8,14
Good,Worms 2007 (2D Edition),7.9,Strategy,N,2007,8,14
Mediocre,Mega Man Star Force: Dragon,5.2,RPG,N,2007,8,14
Good,AMF Bowling Deluxe 3D,7.0,Sports,N,2007,8,13
Great,Tiger Woods PGA Tour 08,8.5,Sports,Y,2007,8,28
Mediocre,Street Trace: NYC,5.0,Racing,N,2007,8,28
Good,Medal of Honor: Airborne,7.9,Shooter,N,2007,8,28
Unbearable,Instinct,1.7,Shooter,N,2007,8,27
Bad,Dead Reefs,4.0,Adventure,N,2007,8,27
Amazing,Metroid Prime 3: Corruption,9.5,"Action, Adventure",Y,2007,8,27
Good,Heavenly Sword,7.0,Action,N,2007,8,24
Good,Naruto: Ultimate Ninja Heroes,7.7,Fighting,N,2007,8,23
Okay,Bratz Ponyz,6.0,Virtual Pet,N,2007,8,21
Okay,Wave Blazer,6.5,Racing,N,2007,8,21
Great,Brain Age 2: More Training in Minutes a Day,8.0,"Educational, Puzzle",N,2007,8,20
Amazing,Super Metroid,9.5,"Action, Adventure",Y,2007,8,20
Great,Rune Factory: A Fantasy Harvest Moon,8.4,RPG,Y,2007,8,17
Great,ER Rush,8.0,Action,Y,2007,8,17
Mediocre,Pet Alien,5.0,"Puzzle, Action",N,2007,8,16
Okay,Dungeons & Dragons Tactics,6.5,RPG,N,2007,9,4
Good,Stuntman: Ignition,7.1,"Racing, Action",N,2007,8,31
Good,Tekken 5: Dark Resurrection Online,7.0,Fighting,N,2007,8,31
Good,MotoGP '07,7.7,Racing,N,2007,8,31
Great,Worms: Open Warfare 2,8.7,Strategy,Y,2007,8,31
Okay,Dynasty Warriors: Gundam,6.8,Action,N,2007,8,31
Great,John Woo Presents Stranglehold,8.1,"Action, Adventure",N,2007,8,31
Great,DK Jungle Climber,8.0,Action,N,2007,8,30
Great,Super Puzzle Fighter II Turbo HD Remix,8.5,Puzzle,Y,2007,8,30
Bad,Lair,4.9,Action,N,2007,8,30
Mediocre,Dragoneer's Aria,5.5,RPG,N,2007,8,29
Good,Wild ARMs 5,7.3,RPG,N,2007,8,29
Awful,Turn It Around!,3.0,"Puzzle, Action",N,2007,8,28
Good,Super C,7.5,Action,N,2007,8,28
Bad,Space Giraffe,4.7,Shooter,N,2007,8,28
Great,Monster Hunter Freedom 2,8.3,Action,N,2007,8,28
Good,Guitar Legend: Get On Stage,7.5,Music,N,2007,8,28
Amazing,Skate,9.0,Sports,Y,2007,9,7
Good,Neutopia,7.5,"Action, Adventure",N,2007,9,7
Okay,Two Worlds,6.8,RPG,N,2007,9,7
Great,Rise of the Lost Empires,8.5,Strategy,Y,2007,9,7
Amazing,World in Conflict,9.3,Strategy,Y,2007,9,7
Painful,Metropolismania 2,2.1,Simulation,N,2007,9,7
Mediocre,Cyberball 2072,5.0,"Sports, Action",N,2007,9,7
Good,Gravity Blast,7.0,Action,N,2007,9,6
Okay,Super Monkey Ball Tip 'n Tilt,6.5,"Puzzle, Action",N,2007,9,6
Great,Dead Head Fred,8.3,Action,N,2007,9,6
Awful,Donkey Kong Jr. Math,3.0,"Educational, Action",N,2007,9,6
Okay,Fatal Fury Special,6.7,Fighting,N,2007,9,6
Great,Eternal Sonata,8.3,RPG,N,2007,9,13
Good,Landstalker: The Treasures of King Nole,7.5,"Action, RPG",N,2007,9,13
Mediocre,Combat Mission: Shock Force,5.2,Strategy,N,2007,9,12
Good,Sonic the Hedgehog 2,7.9,Platformer,N,2007,9,12
Good,Pony Friends,7.0,Virtual Pet,N,2007,9,5
Good,Coinundrum,7.0,Puzzle,N,2007,9,5
Painful,Vegas Casino,2.0,Casino,N,2007,9,4
Awful,High School Musical,3.0,"Music, Action",N,2007,9,12
Mediocre,PixelJunk Racers,5.2,Racing,N,2007,9,12
Great,NHL 2K8,8.5,Sports,Y,2007,9,11
Amazing,Sonic the Hedgehog 3,9.0,Platformer,Y,2007,9,11
Okay,Fatal Inertia,6.0,"Racing, Action",N,2007,9,11
Mediocre,Naruto: Uzumaki Chronicles 2,5.0,Action,N,2007,9,4
Mediocre,Pirate Poppers,5.5,Action,N,2007,9,11
Bad,The Settlers,4.0,Strategy,N,2007,9,10
Great,NHL 08,8.6,Sports,Y,2007,9,10
Good,Drawn to Life,7.9,Platformer,N,2007,9,10
Great,Medieval II: Total War Kingdoms,8.4,Strategy,N,2007,9,10
Good,1 vs. 100,7.5,Trivia,N,2007,9,7
Good,SingStar '80s,7.5,Music,N,2007,9,7
Good,SingStar Amped,7.5,Music,N,2007,9,7
Mediocre,Classic MiniGolf 3D,5.0,Sports,N,2007,9,19
Good,Digimon World: Dawn,7.0,RPG,N,2007,9,18
Good,Digimon World: Dusk,7.0,RPG,N,2007,9,18
Okay,Warriors Orochi,6.0,Action,N,2007,9,18
Okay,MySims,6.9,Simulation,N,2007,9,18
Mediocre,Coded Arms Contagion,5.8,Shooter,N,2007,9,18
Okay,FOX Moto GP 3D,6.7,Racing,N,2007,9,17
Okay,Family Guy: Stewie's Arsenal,6.0,Action,N,2007,9,17
Okay,High Stakes on the Vegas Strip: Poker Edition,6.5,Card,N,2007,9,17
Mediocre,Adventure Island,5.5,Platformer,N,2007,9,17
Great,Sonic Rush Adventure,8.0,Action,N,2007,9,17
Okay,Carnival Games,6.5,Action,N,2007,9,17
Good,Ghouls 'N Ghosts,7.5,Action,N,2007,9,14
Good,Super Sketcher,7.5,,N,2007,9,14
Great,Guilty Gear XX Accent Core,8.5,Fighting,Y,2007,9,14
Great,Sherlock Holmes: The Awakened,8.1,Adventure,N,2007,9,13
Good,Guild Wars: Eye of the North,7.9,RPG,N,2007,9,13
Awful,Kengo: Legend of the 9,3.5,"Fighting, Adventure",N,2007,9,13
Amazing,Critter Crunch,9.0,,Y,2007,9,13
Great,Blazing Angels 2: Secret Missions of WWII,8.0,"Flight, Action",N,2007,9,25
Great,Capone Casino II,8.0,Casino,Y,2007,9,25
Amazing,The Legend of Zelda: Phantom Hourglass,9.0,"Action, Adventure",Y,2007,9,25
Great,Streets of Rage 3,8.0,Action,N,2007,9,25
Good,White House Rumble,7.5,Action,N,2007,9,24
Okay,Legend of Hero Tonma,6.5,Action,N,2007,9,24
Great,The Incredible Machine,8.0,Puzzle,N,2007,9,24
Awful,Digimon World: Data Squad,3.5,RPG,N,2007,9,24
Amazing,Halo 3,9.5,Shooter,Y,2007,9,23
Okay,Jackass: The Game,6.8,Action,N,2007,9,21
Okay,Castlevania: Order of Shadows,6.7,Action,N,2007,9,21
Painful,Pool Party,2.4,Sports,N,2007,9,21
Good,Shining in the Darkness,7.0,RPG,N,2007,9,20
Okay,Juiced 2: Hot Import Nights,6.8,Racing,N,2007,9,20
Great,Jam Sessions,8.0,Music,N,2007,9,20
Good,Snoopy the Flying Ace,7.0,"Flight, Action",N,2007,9,20
Bad,Super Thunder Blade,4.0,"Flight, Action",N,2007,9,19
Good,Penguin Fever,7.3,Puzzle,N,2007,9,19
Great,The Sims 2: Bon Voyage,8.0,Simulation,N,2007,10,1
Amazing,Final Fantasy Tactics: The War of The Lions,9.0,"Strategy, RPG",Y,2007,10,1
Okay,The Settlers: Rise of an Empire,6.5,Strategy,N,2007,10,1
Mediocre,Brunswick Pro Bowling,5.5,Sports,N,2007,10,1
Okay,Cunning Fox Backgammon,6.0,Board,N,2007,9,28
Great,Company of Heroes: Opposing Fronts,8.8,Strategy,Y,2007,9,28
Okay,Undercover: Operation Wintersun,6.5,Adventure,N,2007,9,28
Awful,Zoey 101: Field Trip Fiasco,3.5,Action,N,2007,9,28
Mediocre,Chameleon,5.5,Puzzle,N,2007,9,27
Good,Snake Mayhem 2,7.5,"Puzzle, Action",N,2007,9,27
Good,Namco Museum DS,7.2,"Action, Compilation",N,2007,9,27
Okay,Go Fish!,6.5,Card,N,2007,9,27
Okay,Geon: Emotions,6.8,"Puzzle, Action",N,2007,9,27
Great,NBA '08,8.4,Sports,N,2007,9,27
Good,Kirby's Avalanche,7.5,Puzzle,N,2007,9,26
Okay,LocoRoco Cocoreccho!,6.0,"Puzzle, Action",N,2007,9,26
Awful,Ducati World Championship,3.0,Racing,N,2007,9,25
Okay,Galactic Assault: Prisoner of Power,6.2,Strategy,N,2007,9,25
Amazing,Halo 3 (Collector's Edition),9.5,Shooter,Y,2007,9,25
Good,Reggie Bush Pro Football 2008,7.2,Sports,N,2007,9,25
Amazing,Halo 3 (Legendary Edition),9.5,Shooter,Y,2007,9,25
Unbearable,Spelling Challenges and More!,1.5,"Educational, Trivia",N,2007,10,4
Okay,NES Play Action Football,6.0,Sports,N,2007,10,4
Good,Dance Dance Revolution SuperNOVA 2,7.3,Music,N,2007,10,4
Mediocre,NBA Live 08,5.5,Sports,N,2007,10,4
Okay,Tetris Splash,6.0,Puzzle,N,2007,10,4
Good,Kachinko,7.0,Puzzle,N,2007,10,3
Great,Super Mario Bros.: The Lost Levels,8.5,Platformer,Y,2007,10,3
Mediocre,Dragon Blade: Wrath of Fire,5.6,Action,N,2007,10,3
Good,Are You Smarter Than a 5th Grader?,7.5,Trivia,N,2007,10,3
Bad,Hot PXL,4.9,Action,N,2007,10,3
Good,Fatal Fury,7.0,Fighting,N,2007,10,8
Bad,Spider-Man: Friend or Foe,4.9,Action,N,2007,10,8
Great,MLB Power Pros,8.4,"Sports, Action",Y,2007,10,8
Amazing,Folklore,9.0,Adventure,Y,2007,10,3
Good,NBA 2K8,7.9,Sports,N,2007,10,2
Amazing,Syphon Filter: Logan's Shadow,9.5,Shooter,Y,2007,10,2
Mediocre,I Spy: Fun House,5.0,Action,N,2007,10,2
Awful,Hot Wheels: Beat That!,3.5,Racing,N,2007,10,8
Great,Project Gotham Racing 4,8.1,Racing,N,2007,10,8
Great,Diner Dash 2,8.0,Action,Y,2007,10,8
Okay,Balls of Fury,6.5,Sports,N,2007,10,8
Great,Enemy Territory: Quake Wars,8.5,Shooter,Y,2007,10,2
Good,Chibi-Robo: Park Patrol,7.8,Action,N,2007,10,2
Good,The Sims Bowling,7.0,Sports,N,2007,10,2
Great,FlatOut: Ultimate Carnage,8.5,Racing,Y,2007,10,1
Painful,Anubis II,2.0,Adventure,N,2007,10,1
Good,Star Wars Battlefront: Renegade Squadron,7.9,Shooter,N,2007,10,5
Great,Line Rider Mobile,8.2,Puzzle,Y,2007,10,5
Mediocre,.hack//G.U. Vol.3: Redemption,5.5,RPG,N,2007,10,5
Bad,The Chosen-- Well of Souls,4.5,"Action, RPG",N,2007,10,5
Mediocre,.hack//G.U. Vol. 1: Rebirth,5.0,RPG,N,2007,10,5
Mediocre,.hack//G.U. Vol. 2: Reminisce,5.5,RPG,N,2007,10,5
Painful,Go! Sports Ski,2.1,Sports,N,2007,10,4
Bad,Thrillville: Off the Rails,4.5,Simulation,N,2007,10,18
Good,Tony Hawk's Proving Ground,7.1,Sports,N,2007,10,17
Good,Nancy Drew: Legend of the Crystal Skull,7.5,Adventure,N,2007,10,17
Good,Mercury Meltdown Revolution,7.5,"Puzzle, Action",N,2007,10,17
Good,Everyday Shooter,7.9,Shooter,N,2007,10,11
Great,Crash of the Titans,8.0,Action,N,2007,10,10
Good,FIFA Soccer 08,7.9,Sports,N,2007,10,10
Great,Ninja Gaiden II: The Dark Sword of Chaos,8.5,Action,Y,2007,10,15
Good,Heroes of Might and Magic V: Tribes of The East,7.9,Strategy,N,2007,10,17
Awful,Biker Mice From Mars,3.0,"Racing, Action",N,2007,10,16
Mediocre,The Legend of Spyro: The Eternal Night,5.5,Platformer,N,2007,10,16
Okay,Dewy's Adventure,6.8,"Action, Adventure",N,2007,10,16
Painful,Animates,2.0,Action,N,2007,10,10
Great,Petz,8.5,Simulation,Y,2007,10,10
Okay,Looney Tunes: Duck Amuck,6.0,Action,N,2007,10,9
Okay,World Heroes,6.0,Fighting,N,2007,10,9
Great,Team Fortress 2,8.9,Shooter,Y,2007,10,9
Okay,Yu-Gi-Oh! GX Tag Force 2,6.0,Strategy,N,2007,10,9
Great,SEGA Rally Revo,8.0,Racing,N,2007,10,9
Okay,Loki: Heroes of Mythology,6.0,"Action, RPG",N,2007,10,15
Great,Shinobi III: Return of the Ninja Master,8.0,Action,N,2007,10,15
Awful,Math Play,3.0,"Educational, Puzzle",N,2007,10,12
Good,Garfield's Nightmare,7.0,Action,N,2007,10,12
Good,World Series of Poker 2008: Battle for the Bracelets,7.9,Card,N,2007,10,12
Great,Every Extend Extra Extreme,8.5,Shooter,Y,2007,10,16
Bad,Donkey Kong Barrel Blast,4.5,"Racing, Action",N,2007,10,15
Amazing,American Popstar: Road to Celebrity,9.0,Simulation,Y,2007,10,15
Mediocre,Flash Focus: Vision Training in Minutes a Day,5.5,Educational,N,2007,10,15
Great,Neverwinter Nights 2: Mask of the Betrayer,8.5,RPG,Y,2007,10,15
Amazing,The Orange Box,9.5,"Compilation, Compilation",Y,2007,10,9
Amazing,Half-Life 2: Episode Two,9.4,Shooter,Y,2007,10,9
Great,Portal,8.2,Shooter,N,2007,10,9
Bad,Professional Fisherman's Tour: Northern Hemisphere,4.5,Hunting,N,2007,10,9
Bad,Holly Hobbie & Friends,4.0,Party,N,2007,10,12
Good,Omega Squadron: Annihilation 3D,7.7,Shooter,N,2007,10,12
Good,Tarr Chronicles,7.0,Simulation,N,2007,10,12
Great,Turbo Jet Ski 3D,8.0,Sports,N,2007,10,12
Okay,7 Wonders of the Ancient World,6.5,Puzzle,N,2007,10,12
Good,Nancy Drew: The Deadly Secret of Olde World Park,7.0,Adventure,N,2007,10,9
Painful,Original Frisbee Disc Sports: Ultimate & Golf,2.0,Sports,N,2007,10,8
Okay,Animal Genius,6.5,"Educational, Simulation",N,2007,10,12
Great,The Eye of Judgment,8.0,"Card, Battle",N,2007,10,12
Good,Neutopia II,7.5,"Action, RPG",N,2007,10,12
Great,Heroes: The Mobile Game,8.0,Action,Y,2007,10,11
Good,Beautiful Katamari,7.8,Action,N,2007,10,11
Great,Mega Man ZX Advent,8.0,Platformer,N,2007,10,23
Mediocre,Cabela's Trophy Bucks,5.3,Hunting,N,2007,10,23
Mediocre,Fishing Master,5.5,Hunting,N,2007,10,22
Okay,Agatha Christie: Evil Under the Sun,6.0,Adventure,N,2007,10,22
Great,Microsoft Flight Simulator X: Acceleration,8.2,"Flight, Simulation",N,2007,10,22
Amazing,Zack & Wiki: Quest for Barbaros' Treasure,9.0,Adventure,Y,2007,10,22
Mediocre,Ninja JaJaMaru-kun,5.0,Action,N,2007,10,22
Good,Prism: Light the Way,7.0,"Puzzle, Adventure",N,2007,10,22
Okay,Flipper Critters,6.5,Pinball,N,2007,10,22
Bad,Betty Boop Double Shift,4.5,Action,N,2007,10,25
Good,Puppy Luv: Spa and Resort,7.0,Simulation,N,2007,10,25
Good,Bonk 3: Bonk's Big Adventure,7.5,Platformer,N,2007,10,25
Good,Soul Nomad & The World Eaters,7.5,Strategy,N,2007,10,29
Great,The Witcher,8.5,RPG,Y,2007,10,29
Good,Manhunt 2,7.5,Action,N,2007,10,29
Okay,CSI: Crime Scene Investigation: Hard Evidence,6.1,Adventure,N,2007,10,19
Painful,Master Jin Jin's IQ Challenge,2.0,Educational,N,2007,10,19
Great,Crayola Treasure Adventures,8.0,Adventure,N,2007,10,19
Great,Naruto: Clash of Ninja Revolution,8.4,Fighting,Y,2007,10,19
Bad,Super PickUps,4.5,Racing,N,2007,10,19
Great,Ace Combat 6 (Game & ACE-EDGE Flightstick),8.4,"Flight, Action",Y,2007,10,19
Great,Ace Combat 6: Fires of Liberation,8.4,"Flight, Action",N,2007,10,19
Mediocre,World Class Baseball,5.5,Sports,N,2007,10,25
Great,Race Driver: Create & Race,8.2,Racing,N,2007,10,24
Good,The Sims 2: Castaway,7.5,Simulation,N,2007,10,24
Okay,Lunar Pool,6.0,Sports,N,2007,10,24
Great,Castlevania: The Dracula X Chronicles,8.0,Action,N,2007,10,24
Good,Super Collapse 3,7.5,Puzzle,N,2007,10,24
Great,Naruto: Rise of a Ninja,8.4,Adventure,Y,2007,10,29
Great,Guitar Hero III: Legends of Rock,8.9,Music,Y,2007,10,28
Awful,Bratz: Movie Starz,3.8,Adventure,N,2007,10,26
Mediocre,Clive Barker's Jericho (Special Edition),5.6,Shooter,N,2007,10,26
Bad,The Cheetah Girls: Pop Star Sensations,4.5,Action,N,2007,10,26
Mediocre,Speedball 2: Brutal Deluxe,5.8,"Sports, Action",N,2007,10,26
Bad,SWAT: Target Liberty,4.5,Shooter,N,2007,10,18
Okay,Fury League,6.5,"Action, RPG",N,2007,10,24
Amazing,Ratchet & Clank Future: Tools of Destruction,9.4,Action,Y,2007,10,23
Mediocre,Operation: Vietnam,5.5,Action,N,2007,10,23
Great,Age of Empires III: The Asian Dynasties,8.0,Strategy,N,2007,10,23
Okay,Conan,6.7,Action,N,2007,10,23
Mediocre,Kurupoto Cool Cool Stars,5.5,Action,N,2007,10,23
Mediocre,Paws & Claws: Best Friends -- Dogs & Cats,5.0,Virtual Pet,N,2007,10,26
Mediocre,Clive Barker's Jericho,5.6,Shooter,N,2007,10,26
Okay,Growlanser: Heritage of War,6.0,RPG,N,2007,10,26
Good,EA Playground,7.0,Party,N,2007,10,26
Okay,Touch Detective 2 1/2,6.8,Adventure,N,2007,10,23
Okay,Bleach: Shattered Blade,6.3,Fighting,N,2007,10,23
Good,Phoenix Wright: Ace Attorney: Trials and Tribulations,7.7,Adventure,N,2007,10,23
Okay,Battlestar Galactica,6.9,Action,N,2007,10,26
Awful,The Wild West,3.5,Action,N,2007,10,25
Mediocre,Cosmic Family,5.0,"Educational, Action",N,2007,10,25
Okay,Bee Movie Game,6.9,Action,N,2007,11,2
Good,Smart Girl's Playhouse,7.0,Party,N,2007,11,2
Good,Metal Marines,7.5,Strategy,N,2007,11,1
Good,WWE SmackDown vs. Raw 2008,7.5,Wrestling,N,2007,11,1
Bad,"Ed, Edd 'n Eddy: Scam of the Century",4.0,Action,N,2007,11,1
Okay,Escape from Paradise City,6.0,Strategy,N,2007,11,1
Mediocre,Looney Tunes: Acme Arsenal,5.2,"Action, Adventure",N,2007,11,1
Good,SOCOM: U.S. Navy SEALs Tactical Strike,7.0,"Action, Simulation",N,2007,11,1
Good,Super Action Hero,7.5,Action,N,2007,10,31
Good,Castlevania II: Simon's Quest,7.0,"Action, Adventure",N,2007,10,31
Great,Dementium: The Ward,8.0,Shooter,N,2007,10,31
Good,Front Mission,7.8,Strategy,N,2007,10,31
Great,Battalion Wars 2,8.0,Action,N,2007,10,31
Okay,Disney Princess: Magical Jewels,6.0,Adventure,N,2007,10,31
Okay,Avatar: The Last Airbender -- The Burning Earth,6.5,Action,N,2007,10,30
Good,TimeShift,7.6,Shooter,N,2007,10,30
Okay,Magician Lord,6.5,Action,N,2007,10,30
Amazing,Disgaea: Afternoon of Darkness,9.0,"Strategy, RPG",Y,2007,10,30
Great,Buzz! The Mega Quiz,8.0,Trivia,N,2007,10,30
Painful,You Are Empty,2.1,Shooter,N,2007,10,30
Amazing,Virtua Fighter 5 Online,9.0,Fighting,Y,2007,10,30
Mediocre,Viva Piñata: Party Animals,5.6,Party,N,2007,10,30
Good,Petz: Wild Animals -- Dolphinz,7.5,Virtual Pet,N,2007,10,29
Good,Solitaire Overload,7.8,Card,N,2007,10,29
Painful,Samurai Ghost,2.5,Action,N,2007,10,29
Good,The Simpsons Game,7.7,Action,N,2007,10,29
Good,"Scene It? Lights, Camera, Action",7.0,Trivia,N,2007,11,6
Good,Buzz! Junior: Jungle Party,7.0,Party,N,2007,11,6
Okay,SpongeBob's Atlantis SquarePantis,6.0,Action,N,2007,11,6
Good,Mario & Sonic at the Olympic Games,7.9,"Sports, Compilation",N,2007,11,6
Bad,Power Rangers: Super Legends,4.0,Action,N,2007,11,6
Good,Dragon Quest Monsters: Joker,7.9,RPG,N,2007,11,6
Mediocre,F.E.A.R. Perseus Mandate,5.9,Shooter,N,2007,11,6
Okay,The Bee Game,6.0,Platformer,N,2007,11,6
Okay,Hellgate: London,6.8,"Action, RPG",N,2007,11,5
Okay,High School Musical: Sing It! (Game & Microphone),6.6,Music,N,2007,11,5
Amazing,Call of Duty 4: Modern Warfare,9.4,Shooter,Y,2007,11,5
Great,Assassin's Creed,8.0,Action,Y,2007,11,5
Okay,High School Musical: Sing It! (Game Only Edition),6.5,Music,N,2007,11,5
Good,Need for Speed ProStreet,7.0,Racing,N,2007,11,2
Great,Fire Emblem: Radiant Dawn,8.0,"Strategy, RPG",N,2007,11,2
Good,Mutant Storm Empire,7.7,Action,N,2007,11,2
Great,Medal of Honor Heroes 2,8.4,Shooter,Y,2007,11,8
Great,Switchball,8.4,Puzzle,N,2007,11,8
Okay,Bladestorm: The Hundred Years' War,6.5,Strategy,N,2007,11,8
